imageName,sigtype1,sig1,sigtype2,sig2,sigtype3,sig3,sigtype4,sig4,sigtype5,sig5
progress.htm,SHA1,E450E7141FB0D80CFB0079D9CEEE4C9FE135E8F1,MD5,BD25223EDC040B2FF8BE5FBE398E6F37,CRC16,0E5B,CRC32,ED947237,HMACSHA1,8D1138E1FEEC03E255F1133BBC0FE3282ECBBC14
radio_btn_selected.png,SHA1,3E10D1489D85795100AE1CAE502113F81C3E21EA,MD5,5DFB63596FF5CAAEF9AA0724DD6BAFB8,CRC16,3776,CRC32,01851D29,HMACSHA1,733E5C8980BC636D4464691408435E2777DC58C8
radio_btn_unselected.png,SHA1,C428B9797EAD84E31B23A809607729F22249ACD9,MD5,307EED8171F109A00BB57A569383021C,CRC16,CB1D,CRC32,BF1AD923,HMACSHA1,F1C5AA89CE81681B20CC021D924D7256B4ADF641
splash.png,SHA1,4239468A3344472F6CA7C926347995F0EE6C0546,MD5,01C392FE2ED598C405422D80162C38F3,CRC16,8516,CRC32,A5E91921,HMACSHA1,B1422703580E548C4B88331A4A7325020A8FF454
splash_rtl.png,SHA1,51E7B60A0ED93D55437A16E6B6100D5E20F6B740,MD5,42DC81D7DCA3157778B8B579A9B256D2,CRC16,A907,CRC32,98A8B49F,HMACSHA1,751D13299D95D1F69C22656A03999659AD040CFB
theme.cfg,SHA1,6087B532D990A1409E0EF6DBE007E96F1F163E6E,MD5,9B3E19AEF1A27C9D980E93D3B4985C8E,CRC16,D0CE,CRC32,07A1509C,HMACSHA1,D420517802543F375FEEC0F1061130891A4B0B33
uninstall_bg.png,SHA1,7577B04B4BDD60188597E30314F8967BC28369F5,MD5,CAE2B185B8E47D62298CC874D967FEEA,CRC16,91C7,CRC32,6685023F,HMACSHA1,BFE56A73FC3EEF16921CDCAA7F102CCC87C5216D
uninstall_bg_rtl.png,SHA1,ED99D2221A675875B476A531547999B55A5C5111,MD5,46EED16EF88B4945C7672746E25BD582,CRC16,A5B0,CRC32,3325F552,HMACSHA1,6D8D0C3A19B456FFD1C2381BD1669E2A54913B53
warning.png,SHA1,8DE9F6F22124C78C50D3E4252A518A689377F7A7,MD5,E183A85754CD95C4BB9D3B4A6B837FED,CRC16,9749,CRC32,3E2FD3D6,HMACSHA1,14DA4361924E64983878F2C82950405DB6356024
PhysX.nvi,SHA1,3D6FD13B144BF0331D53A68B827F1BC94DCC4BA4,MD5,17D925832EE81988E74C335D9A9418F2,CRC16,5EA5,CRC32,A2E39564,HMACSHA1,721591C24F9C5FB7FD0FD46D55847E80F0A04C08
PhysXExt.dll,SHA1,C5CAF37F081FBFE3595877E76CFA0D55E84F847E,MD5,7F685C519F498EDD706AE02DAFC3193C,CRC16,5DD3,CRC32,72459929,HMACSHA1,9F286143DC4A2EFD3D98186B617F7B0B302219C8
PhysX_9.12.1031_SystemSoftware.msi,SHA1,EEDC94C949D9CA41281BF550BE8CD450FA028252,MD5,6511A4CC7D66D57B3E558F49FFC52626,CRC16,8D51,CRC32,11526D44,HMACSHA1,E7BA26534F8F894570BD82C155DC7AB99518309E
Setup.cfg,SHA1,48316C4582BCC1F76534FEF689B3D36534CA1350,MD5,71F04752371FA815D57E411EB42C0C85,CRC16,DCFA,CRC32,1B490690,HMACSHA1,BDEEF95B0D293471B0B04B2C21A73A15686FC96E
setup.exe,SHA1,2DE1C441744D1B5F9B5A5AD4C59C26FAAE800E4B,MD5,CFADF92F4C7F680EA0BA5F4BB1CED39A,CRC16,00BA,CRC32,7CED8609,HMACSHA1,2A8E9202C61DAD15508895244FB914D079F1729D
DisplayDriver.nvi,SHA1,FD03D80DD33C819C7FD9F8199D8C7FB6DDBFCF76,MD5,B5E2DDF2759B4CC433093D12F946D977,CRC16,17F3,CRC32,452D122B,HMACSHA1,1C6C8E75EA67EFF66DF7ABB91E878437D532C980
flxcomm64.dl_,SHA1,5FBD2BE9A772739B25A210F0F65D7241520F9BBA,MD5,F93FC609B15ABDFF970937164463413B,CRC16,F3D5,CRC32,F1742720,HMACSHA1,4D3992BFC4A7CF95E288467D3CF5E15412B371C0
flxconnect64.dl_,SHA1,3CADB33834082E777229961948C983431E03E182,MD5,EFB8815BA41057ABE484A267B8FEEA06,CRC16,9F39,CRC32,856D12DD,HMACSHA1,90E2A2AFF7DA534F5068C38E0DCCC38E17294786
flxcore64.dl_,SHA1,667623CC5BFF35C81422547735D3D553B4EF12AD,MD5,F452259D624E3912598B0DFBC7AEAC4F,CRC16,A5AD,CRC32,F6DDF170,HMACSHA1,2FAC9AE5675C6101BB8539EAF2E4D5400E2CBFE5
license.txt,SHA1,49F4E9498720377B2F1ED1385090C030B2E48EB5,MD5,C7E2FE565A12930A3538D4B1E70072BE,CRC16,A01F,CRC32,F4497661,HMACSHA1,775BD5DE52CA1D987970193BDB44D8B6EFFB53EA
mcu.ex_,SHA1,AE436D0A4AE29275D6DDF4CEE3C343EF3C5A1216,MD5,04B5316BCBE5DB0AF8F3AEAA2B116437,CRC16,8EF9,CRC32,3E827FEE,HMACSHA1,B7FF6311CC4247059E65B491E696AD181B4555BD
nvapi.dl_,SHA1,C12B457398CD9C2727AEECF307988C695E23E373,MD5,DABB26E6353DC27BBD1FAA7A0A84D652,CRC16,6F2D,CRC32,F9AED061,HMACSHA1,18E6B51216E49CB2E114BAB8AB8A1126276316B2
nvapi64.dl_,SHA1,C579834ECDEDED4CE8E0AC7F26E55DF69E89062D,MD5,6336C57A5EC27E47F9ABF0A32CB1D1C6,CRC16,286A,CRC32,C59CD986,HMACSHA1,90DF1BDAE1F572CB551D5EDF700B090863E88D41
nvcompiler32.dl_,SHA1,BF3011DCC846A1368837197F4B1F2AFAD8B04787,MD5,1C08FD9FB8636187CD5B74C0C2E5EBB8,CRC16,2324,CRC32,7375E7E6,HMACSHA1,5CB4EF247C4F887090D9479B1BF8786191014094
nvcompiler64.dl_,SHA1,C980D965CB08AF08D7718ED4FE77B2600DC3BDFC,MD5,E6DC15691C54499777DB70860F3D5AF3,CRC16,F5D1,CRC32,CD07DC2E,HMACSHA1,600296079A00AAD673E0CF46085CB0F97E11315E
nvcuda32.dl_,SHA1,D637F3D1699FD552A82AE3FA20123ECD5CDB6990,MD5,173990C9CF457D634E7D1C41241BDAE3,CRC16,DD49,CRC32,BF0E5E87,HMACSHA1,C8B3F6CB42A498CBBF29B51E55B70AF8EDF0EF3B
nvcuda64.dl_,SHA1,430C089FE8E1BB008B24346A9261308BCF24825F,MD5,42621634244EBC46F39F35BE6D9E8AD7,CRC16,F68F,CRC32,26A9C0FC,HMACSHA1,988A4FA40EE1C17B48A0BBCBEEF237DF29FC519B
nvcuvid32.dl_,SHA1,5AA328C745347C83D1628D177530B8AABCD92E33,MD5,8851698ADE7A392BCA3A8103266FCC65,CRC16,BD99,CRC32,A6EF2EDB,HMACSHA1,5C7BF53AF23E1388FAF93E7F2BBA715D6E14FBA4
nvcuvid64.dl_,SHA1,C00E949121C8C4C2525FB937D778AEEC58416DBE,MD5,B4B081CDB9EFE94C7D94311B7E8E708C,CRC16,E0A6,CRC32,16479987,HMACSHA1,6A50C5F7CCE776BC69D8A8A13296813B99CD72D1
nvd3d9wrap.dl_,SHA1,97FF211957E4BB4591946493850D13867716BC1D,MD5,F4A08EADF7BD4290175740320F39B674,CRC16,F5B5,CRC32,F1D36385,HMACSHA1,BFFDF666C67AD0C36472D6B01D90CCA7F550338C
nvd3d9wrapx.dl_,SHA1,B5998F85F0F6BE0E5C2114143280BE50A3481355,MD5,B1DF911B52755A7A55F49E6A65D9DB15,CRC16,0A9E,CRC32,3F700679,HMACSHA1,DE5DE96BC58A2E540CD6FD09C6C145195CA80066
nvd3dum.dl_,SHA1,135611414D35BDF6100BF5BA4B3F1952CB8231D3,MD5,6594E183F0244AE989E8A0717BF0347A,CRC16,D4A9,CRC32,879DFBB2,HMACSHA1,E7E4BD73BC0B9C35335AF515D419E553ABD51AB9
nvd3dumx.dl_,SHA1,64B2DFE4F6764C91559DB6CE26A523EAA322B9F2,MD5,320DFF448435CA2A8B28274D46056852,CRC16,CDF9,CRC32,9D92D41E,HMACSHA1,FAA43A682FF06E95CBBBC1DB828C0F78EDE83451
nvdebugdump.ex_,SHA1,8B81BAC03C5638F110EA536FCE666AEC43F51767,MD5,73BB8D8ECAED5FFCDA5A652A7619600E,CRC16,320B,CRC32,AB2625A1,HMACSHA1,C5B1C93409F854715850D02F905A442E52CE4805
nvdet.dl_,SHA1,42B93265890C80BA003EF41E89D1AECAC2C5DBEC,MD5,EE59654561411BA0579BFD1FFFBB5200,CRC16,5305,CRC32,1B5D005B,HMACSHA1,11335CDAE68E676874A7D09D366DFF22FA36EE5B
nvdetx.dl_,SHA1,6E8E5C4F6B07620E9D24F7BFEE4A3DA6DA3234E7,MD5,58154CDBB81555B947CD961E405E7F30,CRC16,C40A,CRC32,7535A43F,HMACSHA1,E61AE3CF4FB0618EF50BEF6629710B25ED829B2C
nvdrsdb.bi_,SHA1,D0BABD60A920EA20B0490084A3A9787CAE65D38C,MD5,D8301FF06950A3FE01D8C834C7B7CBA9,CRC16,9863,CRC32,DBA58B4B,HMACSHA1,61A823B2FF921816289AF998FAE6237F659C1F16
nvdxgiwrap.dl_,SHA1,B1C9ED7AFEE15E6B879F52EAC12054084C28FA69,MD5,4D29785F314735999B2132B72FB84716,CRC16,7346,CRC32,83438023,HMACSHA1,6F87491167A087881B8DCF296EB72D0380DD68AC
nvdxgiwrapx.dl_,SHA1,D6B9CD6974F10E266C64A12E8C143C83AB7BDD32,MD5,A2D58E5D861D7348BE139168F773818C,CRC16,77BB,CRC32,BAC39707,HMACSHA1,311B61EDB23C5EE057B0FCC1DAED0C01CE0B62DC
nvencodeapi.dl_,SHA1,C16EB9CF0BD931A524B9FAD2B173915E7CC0C235,MD5,8243D5C40BF81161F5E4EA6650A963D0,CRC16,2B59,CRC32,FFB16921,HMACSHA1,EACDD3CEDB7D1E95765692BA459FD6D026438743
nvencodeapi64.dl_,SHA1,94B5548EE0BD176E0178B2F17FCD1DA298046484,MD5,F14ED7C0C0B7C4BDE161A12B260C493A,CRC16,9867,CRC32,4B4EBA9A,HMACSHA1,A32A2CE827DEA0E66B99D124FB58F2EA693807A4
nvfbc.dl_,SHA1,F8E18AB69F81A7543BC9FD770821CFC3541E17B9,MD5,D52E74C0A42D54FEEED8DC635B001493,CRC16,7030,CRC32,88E2FCDF,HMACSHA1,FA6CB1DA67A7B8C502D7FFE14BA92AA6306FC0F5
nvfbc64.dl_,SHA1,5E5610195831A042168BD27A21C8863712A026B0,MD5,B9B9D4BDF445B6F3FE5B9B2E34539D61,CRC16,389F,CRC32,CD7DE8D2,HMACSHA1,242937F338F0AAD494EA5E7A0993A595DCF96EB5
nvgsyncdetours.dl_,SHA1,A4E447D0E518BCBFC31E88828D923CFB6EC00D90,MD5,86D3BD7AA1D4ABDC9944C9516786B672,CRC16,B195,CRC32,4DF45B07,HMACSHA1,203BC66CC74B5D1AB795B70A55C4C7C4745B5B77
nvidia-smi.1.pd_,SHA1,7C7A471B1BACF3A7DE1900B64231562C1D454A75,MD5,0BF477A2C755A9CCA36A9DE4A8AA31C9,CRC16,8.00E+09,CRC32,75003171,HMACSHA1,01155B8889D370F9BAD7314C7B3195F87FEA7B0D
nvidia-smi.ex_,SHA1,88D87226252C124725ECF9701C770F8BB342198B,MD5,C8D73C1F61609FC2D870F0917B9F6073,CRC16,D895,CRC32,89827F9B,HMACSHA1,30B0FB9C7354B493968DB1A199E05E233581E1B1
nvifr.dl_,SHA1,20B899A38ADF09AD57A86919E8F4626B4372E3DD,MD5,0584378F9A632F9F0AB35C66A39E8F98,CRC16,7849,CRC32,6A8F6A94,HMACSHA1,3B499F4FF9829F28114923D87FA5F454A55413E2
nvifr64.dl_,SHA1,7AA7B47581ED0C3398F732037DEE49BAEE9F9A59,MD5,ECDBE3611EFEC35A3C10BB7259982764,CRC16,88F2,CRC32,070AA207,HMACSHA1,F20C18BA5CD3208521CCCB19504EF5929082ECF2
nvifropengl32.dl_,SHA1,ED3777077FD392E184B3DF7F96B2E2CCDDC1194C,MD5,24E5AE7132A22EE06DEAED109149C27B,CRC16,7F7B,CRC32,DD9F9B80,HMACSHA1,74F3D6C5C35146CCF79557AE5D56A09CBCA0A407
nvifropengl64.dl_,SHA1,5AD3870A00DB343ACE2B730F9855EAA854A2D2A5,MD5,26DE4105B8F4D5F163C56FBF6075D22E,CRC16,D5D6,CRC32,09C20E55,HMACSHA1,92F236F7533A9196BF9EA6ED5BB8448172DCAD84
nvinfo.pb,SHA1,39BE2567FC4965042DCF6F5F55112E03A9F8014B,MD5,DB6EE6D2068F8E66CAB9B17ADD14D85F,CRC16,D1A4,CRC32,6869B228,HMACSHA1,CACE060D433A82E2F4812D235498A882D77C571F
nvinit.dl_,SHA1,FDA524DA10C871F5E4B6094339705066C741DB54,MD5,BD025E91427539BCDA884E5E553B6630,CRC16,F9BD,CRC32,8646AB62,HMACSHA1,44DD2094B489202BEA2A38CC8095AFDACFB930A0
nvinitx.dl_,SHA1,6C14F63C8B8812FC4D1B938C862BA47449251632,MD5,1F602AA58404426588A6E255BAFE3C7F,CRC16,1DB0,CRC32,52FEED7B,HMACSHA1,E7FF3EE5425B07A88356CF3E758B07DBDB61A0E5
nvkflt.sy_,SHA1,BFC716DCCD90A9381411A97A102FEBCDA8B10B9B,MD5,2240C07C068D54539BA1BC840C464426,CRC16,9A81,CRC32,62633587,HMACSHA1,229709A0BA1D115D7AFE4389580A2C9EBF710143
nvlddmkm.sy_,SHA1,E73E39C4061CFF8E76B2CF932704EA8A596095C6,MD5,EEDFCA35D5ACF9412BA0D56A1519CC8B,CRC16,E258,CRC32,57C08035,HMACSHA1,32AD73161EDA8D0AB0DD34EB7E8DA553A6C62843
nvmcumd.dl_,SHA1,61374B3FE709E61AD88E48986384206071DC3A36,MD5,6FD3FFC0F3EC410748DC41CDE0463A0E,CRC16,2507,CRC32,3177013D,HMACSHA1,A1B49BA6659500DB92B2A0C9D72C99D95918A303
nvml.dl_,SHA1,834DC29C87BA0EB2A9947D80A445FCE4A15B78F2,MD5,1BD31E745DD8E4343FD1E501D7B090E7,CRC16,51DF,CRC32,34237E0A,HMACSHA1,87BC84BC5245C51F99BA077EC5C3251F545322F2
nvoglshim32.dl_,SHA1,7FED40AF0D290A17966FDA2080CAC427C97E5900,MD5,25394FD8A356C31DBED1E0ABC7A407A0,CRC16,8122,CRC32,16589911,HMACSHA1,03C4F2ABED2381AD4ABCEC7718D0ACC327B7740E
nvoglshim64.dl_,SHA1,FBA6907124ADC52987C1771C7B4D7D5E85C4D161,MD5,FD86E092E57D4FBCC63724E469A731CF,CRC16,1CFC,CRC32,C3D96551,HMACSHA1,57629BC686DD4306C8E29CAA7DA9BCCA0FE4100E
nvoglv32.dl_,SHA1,57CCB19060375C6AE955FA0209B42294DD2A261A,MD5,7DA1342549583C47C771FC0302F3AAB1,CRC16,F87E,CRC32,91751A74,HMACSHA1,CAC81C1C8BD8AF9FCEBA210E41690C2E1351F833
nvoglv64.dl_,SHA1,56B6DF5180A05A41ED8CAE890F92090E606789FF,MD5,910F98EF5952744C65D1C97E4B5CD60D,CRC16,BB8C,CRC32,6B3AF069,HMACSHA1,35190ECD1C02EE6D500ACFEDFDFC78A6B15EAA2D
nvopencl32.dl_,SHA1,06034682E8E54795E5DD3C8015293C82022C35E7,MD5,CBC2BFF6DAAABC712A75AA1139489F48,CRC16,B510,CRC32,F9316D44,HMACSHA1,1B2451D0B1A7A8D901431BB8DBD2C705D5B50AFB
nvopencl64.dl_,SHA1,050B9B842BDC20C6401D4F87D2041E46BE1779B3,MD5,CAE6D99855974B27C02599BA0CE96C5E,CRC16,2DF9,CRC32,988AFA7D,HMACSHA1,9AFBFC64EC681E1514D88D492137AB672CD99D19
nvpciflt.sy_,SHA1,489E7271452179B30078125E5E2CDF1AF8BBF9DB,MD5,88A28B1EFC0C75DE4EEA6D1DBC393FC9,CRC16,7EA8,CRC32,693FEB09,HMACSHA1,8FAC508A12981B8DD035A6C4284C82289FFCAF3F
nvumdshim.dl_,SHA1,E9C5EDF18EAB5D7EA81F63215EAD4669BDAF6A63,MD5,2F6BDB02C0A099A6D5C0E98C1B17FEB4,CRC16,DB6C,CRC32,6B7D0212,HMACSHA1,844B1C630A59D08FDC75F067C2F56CC9DC397FAC
nvumdshimx.dl_,SHA1,18B140A4F6BB81CB1F88650FCA041C74C79D3D33,MD5,622D62FFAF900742D8370CF515E3942B,CRC16,C23B,CRC32,1DC717D9,HMACSHA1,4A3BFF518A1A3E389684079614F594ACEA1C82B6
nvwgf2um.dl_,SHA1,68E91EFE89C62D20F944AF4AC46F740F36F261E1,MD5,6F6B72AC656A2E2B756B3FB8C59A62FF,CRC16,8A98,CRC32,CCAF88BB,HMACSHA1,0AA06D8C0814C2617749C0ACC8804D8959A4B0A5
nvwgf2umx.dl_,SHA1,24441625F7596DD3EF4774C6C6CA71364770772E,MD5,7B02E1F28AD5114AD227B67891C0E517,CRC16,1D3A,CRC32,C97E054F,HMACSHA1,17EE785FBDDEDCFAC4B4F644E0E83AA6B38B4EAF
opencl32.dl_,SHA1,CD1EC10FEC5F7E5E0FD06B87EE747C2959F451D9,MD5,4595ACDA979F2C117A0BD1034F7D826D,CRC16,A449,CRC32,883FF0D6,HMACSHA1,D1D13AC6B8911A133240360CB834347FC4FDE904
opencl64.dl_,SHA1,7CF37F7B24FA20B9CF7F1062DFA642BB9603825A,MD5,0D3746137F3393A201D2E082A220B1F3,CRC16,8DEA,CRC32,1644D303,HMACSHA1,09C7F0AE57EA84BE4F80DF57DB9BD0FAE1F29587
Advanced.tvp,SHA1,F4B2AB19AED4363C5DE05D0AAAE53D5FAC002270,MD5,DDA50BCBC45F9FBCEEAA64F52B107BA9,CRC16,9.00E+95,CRC32,267CD743,HMACSHA1,65685FD5C99D1DCA254F179CA94E95970928B77D
CAD.tvp,SHA1,33E2ED3DD02AE88C2219829123374A4F8CC9326B,MD5,1C3BC3E5A50839833F357ECD00A2DA86,CRC16,3686,CRC32,E716824E,HMACSHA1,5D04930A791160230997622173CDE71F84D19EAE
DCC.tvp,SHA1,CC5643F3A02F4715201C993544FC13FA73C75273,MD5,5EAF0855A2372E47DEF7875B148A520D,CRC16,1B18,CRC32,2D536858,HMACSHA1,D8B9BC6F221BFE46FFB405104655AF4BA88CEDA2
default.tvp,SHA1,47E6A7C28DFB7215C484422F1A2A02CF201B6B0A,MD5,C460CA767792F1EAC21DF1F0971E457E,CRC16,3D3D,CRC32,B1F3F2D2,HMACSHA1,B7B3ED09672003647961BB6EC7B832180422C9BF
Finance.tvp,SHA1,26D5DEBEA23631181749274845470BE49717B465,MD5,8DD20297748BBA7F487D9422A5746107,CRC16,F5E7,CRC32,C4270C13,HMACSHA1,648CD069C2F82364FE9C48FC819E19A1C73B9BAE
generic.tvp,SHA1,AC037B8AC37EB63CC69BD6C32884AEC995EE954A,MD5,B8B2CFAB00D20A8F9809DB3377DC6037,CRC16,36B6,CRC32,D2E3C8A5,HMACSHA1,99E8B1AB9E652CFE365887B3EC93ED36703EB358
NView.nvi,SHA1,A20A3AA6A89AC18E059DAAE5617909E8FE2BAC52,MD5,73B06105D4366820363B398ECD49ED61,CRC16,867F,CRC32,D5325A4C,HMACSHA1,124F750AF6268A3FBDF0D88F66AA1F4AAB8DA7EF
NVWCPAR.chm,SHA1,11D8D28231021ADD45C564EAB0873B4B39BBFE29,MD5,AD3932E46FDFB7A30269DABDC5258592,CRC16,3CE2,CRC32,3BD14B89,HMACSHA1,669B556430AA10EA7B6D7D562CF70414EB57EE95
NVWCPCS.chm,SHA1,69F010C27E54D2D5A8A31D6ABA24E2BF631AE8D7,MD5,147B98FE095EE0A8120106F2FD1802F8,CRC16,8800,CRC32,9B60C231,HMACSHA1,7F44BBA6D648121F471DC89930399A947DEA77E4
NVWCPDA.chm,SHA1,3F447F1E9D3E307C016AD78983E7DE32DEFD44C9,MD5,37CA1EB49CBA504DA762BB8B575C01FC,CRC16,F1D0,CRC32,D9613D93,HMACSHA1,0B11E8D082C17301586AAB79353504D35933E145
NVWCPDE.chm,SHA1,EB78D384187821808575D88E4F491010E49DB305,MD5,AFF685E9023143EE0F189A36676CC75D,CRC16,9064,CRC32,C0ADF83C,HMACSHA1,AD46322B067A1D271A888E3DBE03E1D1E7A7EB4B
NVWCPEL.chm,SHA1,FD0815FE7200683FB4817C3A268E6D1265CDBF37,MD5,B8FE627AA82788D71BE030559AC211A7,CRC16,E93C,CRC32,4AA33EAF,HMACSHA1,0373B514231628EFD678B6749A91510A86E4DD5F
NVWCPENG.chm,SHA1,D83FD9BE020B2F8BC7153BF4EB06F75B2CC85E19,MD5,DD814B41323C277701DD6C159C7FE128,CRC16,707B,CRC32,97482478,HMACSHA1,88FF5018434CAA41E34603A62C1496AAD4F2DFAF
NVWCPENU.chm,SHA1,F1C5B796CA9050EC9F442F0839C499D33860FDD3,MD5,F26E71BFF65385B3263FA0E67109BBD2,CRC16,E5D0,CRC32,CBF72708,HMACSHA1,CE03926983F9BCA81DBEBAE5A1D27427A433F03B
NVWCPES.chm,SHA1,8E3BED7A7117075A06B126FB25F6F16C25C3FAEF,MD5,8A3B5D40F44D9AA69FA18077CA9E2AC4,CRC16,3C34,CRC32,87368A32,HMACSHA1,60439478F5AD91AC3A1A8B15E6B03FA0743B0338
NVWCPESM.chm,SHA1,8A1091C9B33897A35FB6A4C95BAF3DE236DE5732,MD5,8946408FE45D75D6F49147A478E89728,CRC16,1.10E+10,CRC32,23D54610,HMACSHA1,0E9F388F4F139C0BA3A42DD200DF73DDF71CC1D2
NVWCPFI.chm,SHA1,A95C01D5F7E273D86C63562CEB73957966C2F7B3,MD5,360FC5D2B7ACB141489ACA08BF93728D,CRC16,C796,CRC32,6A1C45E6,HMACSHA1,FEAA3FFCD58516FC93CBABA296C8CF1F4E2C6486
NVWCPFR.chm,SHA1,2A7CD9A9724151D856C21BD78CDA643625F1D5CE,MD5,67482CFF9FBDFBF0F84C72066D20243D,CRC16,5F13,CRC32,F86961F1,HMACSHA1,E9416177F0FD7C7D3BB469FEC7E9D2D0589CE153
NVWCPHE.chm,SHA1,11CA514148AF46881468376BAC02BC4FBA011BC3,MD5,393166F27AC99FF374DA6EC6D74775A2,CRC16,E054,CRC32,A3A0CBE2,HMACSHA1,3294970D12470B8AE5435616877C50120595D23A
NVWCPHU.chm,SHA1,268E22D8F9DC53FD073CC9E73C24A015BA6D046C,MD5,BAD94E232DF448AEEC2820B5604F0C8E,CRC16,CBE1,CRC32,766C4FC5,HMACSHA1,893CB86F4FED0F0D18637D846413225894FBD3F8
NVWCPIT.chm,SHA1,07107EC320421B16F94DA1B041D3B2C3E34473C0,MD5,FC2FDD1C76A7E94A237E53A1D303FE31,CRC16,AD29,CRC32,67A55E7F,HMACSHA1,6B5888B4D857FC93283C409A68E7B9E8F731866C
NVWCPJA.chm,SHA1,9F277920F7ACF431C770794041CB9893566EE3A2,MD5,179AADF37F30D4067420590E435618B1,CRC16,74D2,CRC32,BCF6F663,HMACSHA1,92D9079B460081D72A42C38463060EB4F41DEFED
NVWCPKO.chm,SHA1,F8A652594B502E849C63B52904C5A5195E8F4BFE,MD5,CA138081998D6A6750EDB1D968A74EAD,CRC16,AF9F,CRC32,458BE4AC,HMACSHA1,CA4361FC83DB43D5F394B8C53F629A86F592C561
NVWCPNL.chm,SHA1,2D3D98C1CAE75B43612BB6FA39CF5BD8AD847025,MD5,671C3C03ABECAAAD8BE01D8BAEFDEAEF,CRC16,2C63,CRC32,D1F18A66,HMACSHA1,6F1F84EC5E94D442C925546B3932508DA025B64B
NVWCPNO.chm,SHA1,8320B23F4D0B49C18DE356C62C40CC99FF60ED53,MD5,F925F2EA57D32F4748203E4C62C037B9,CRC16,6610,CRC32,A4E181CB,HMACSHA1,8178E8F518F36A30A17C991FB6EFF99E17D36B46
NVWCPPL.chm,SHA1,3B672A2C15CD18A413669E76344423EA58C5E198,MD5,FBA8DDB27C2FB8E6C3E38E3CDDCE6EE8,CRC16,7F0B,CRC32,3FEF4EBE,HMACSHA1,D525F4718F3BEA02D26A955C284748B793EA3C7C
NVWCPPT.chm,SHA1,6F616AAB483C20DC4F07841CF6F4C05A71654B3F,MD5,1F8C9C04982730EB622D97A6B1F837A5,CRC16,F39B,CRC32,A40DD309,HMACSHA1,60690D4B5543EE73542237AAB348B07014EF2984
NVWCPPTB.chm,SHA1,1AB5E106310788ADD8927D06C4613065713573CA,MD5,C803EBEBB88469C22FC8AC202EDAE260,CRC16,2D53,CRC32,3850FED0,HMACSHA1,0861720C2FE1D7F5F5C9B34A2155835576238BC5
NVWCPRU.chm,SHA1,EC3152EB78942FC7C2ABF1E0A0A2DD8F19FF070B,MD5,A935E1A77898401E92AD87E09568D108,CRC16,4228,CRC32,B9DE3809,HMACSHA1,3D64056BFAD3A6A6B02C4E090AFF2FE0E51936B2
NVWCPSK.chm,SHA1,758E4CE3B8293F68D20870236B814CEC7568AB04,MD5,4BB4FF6699A1A989E76D08FD72D70C80,CRC16,88D9,CRC32,3EA23CEE,HMACSHA1,0A411989AECB27DA887A5FB25ABD97A743478BA8
NVWCPSL.chm,SHA1,42AD5B34A2CFB9A382A4EF4C21113BC5CDF6410A,MD5,3CFE2019473B3E7DBA525BF20499B3EB,CRC16,69BE,CRC32,149F31E4,HMACSHA1,2411BB9EE930E242848163AB80949B453CA6DBED
NVWCPSV.chm,SHA1,58B8E201A1145FCB5F55D5D415F02090C289E90B,MD5,C0FE4B952311B875058C20CE7DBD65D6,CRC16,B7B8,CRC32,A84CEBB9,HMACSHA1,2F1549B37F7C88D2A606078F0BCC794954453CC5
NVWCPTH.chm,SHA1,D022906AF9ABCC99E449E4B1A070CEFDE41A7C88,MD5,AFA5E1B4B5D5E75CD673CFB7DB7A233E,CRC16,A845,CRC32,DDC3B335,HMACSHA1,DA3904B3CE67AD927347B8A2954649C3BE02833A
NVWCPTR.chm,SHA1,484CE567FC62A39B12531808B8299698CFD21AE3,MD5,1FD4803FAB9BAE603EB5AFFCD768FFDA,CRC16,9838,CRC32,8.10E+77,HMACSHA1,BE2BF72EC7EEAFD332A889612A1ADBAC407063B6
NVWCPZHC.chm,SHA1,3BA3684480ADB2B0D46EA2F439C80BEF0B69413B,MD5,4E422954E0631B03DF8D2FB7C089F236,CRC16,DB37,CRC32,BA14095C,HMACSHA1,395BA9CDE69F19867CB99BF81F631E813437421F
NVWCPZHT.chm,SHA1,1CA215381FC27CA1B1FA357612DB86E72CC0B1F8,MD5,F3D1836B76F3DFFC538AF631A98DCEA8,CRC16,B3D0,CRC32,9172E8BD,HMACSHA1,E2A79CA331A4A3CAD50B56CC6A937E8EB8B53D07
OptimusUpdate.nvi,SHA1,0583B862E5C5F74A480894652C87972BE5967102,MD5,0C37F47870A6F1734BF94D845EE1D8A4,CRC16,C060,CRC32,55E5FD2D,HMACSHA1,0B8CAC874505BC43402EF60A9D0F864357483411
DisplayUpdate.nvi,SHA1,8C1F0B262B7788E39DDB273EAFDDEDE33EB8E4AF,MD5,28AD1920019827D06E852615A3DC1C72,CRC16,FF7A,CRC32,FEBD1451,HMACSHA1,D847D2B8F0AC694E7DBEAAE0C1E4A02891EA5DBA
EULA.txt,SHA1,4288BA63D65875419F3A77344415BE74E0B9E6EA,MD5,A87E26146D9CD6EDEE2B7AC1B4EE53E4,CRC16,A2BC,CRC32,351FBCFF,HMACSHA1,127837F32FCB7080F7E6FD8D54D7A44FB0F6C8F5
account_tos.txt,SHA1,06C1A234FABBF6A44321E56A5704DB42BEEBB91C,MD5,5B591EC051EE64F3DE8F00EFC9CD0DAB,CRC16,A0C5,CRC32,A57AD1F7,HMACSHA1,36E989B9D7CC6ED7F9982D02D3375AB0CC89104A
